P_NAME,P_HABITABLE,P_ESI,P_MASS_y,P_RADIUS_y,P_TEMP_EQUIL_y,P_PERIOD_y,P_TEXTURE
Kepler-99 b,0,0.281670938,6.15,1.48,807.94165,4.60358,Terrestrial
Kepler-48 e,0,-0.600375522,657,13.4,151.58976,982,Gas Giant
Kepler-9 d,0,0.1263152,8.41466,1.64,1574.9559,1.592851,Super-Earth
Kepler-126 d,0,0.455424266,54.59019,2.5,493.6849,100.28313,Gas Giant
Kepler-26 c,0,0.853086235,6.2,2.72,422.57233,17.2559,Unknown
Kepler-1015 b,0,-0.474424032,12.3,3.55,940.60439,16.004942,Neptunian
K2-80 d,0,0.562839056,7.04,2.552,470.2941,28.867253,Unknown
K2-81 b,0,0.125211862,4.54,1.97,755.65906,6.102325,Super-Earth
Kepler-1016 b,0,-0.080542928,5.39,2.18,1561.4588,1.9545243,Super-Earth
Kepler-109 b,0,-0.179369469,4.9,2.49,1173.9814,6.4816307,Super-Earth
TOI-1386 b,0,-0.738517402,47.0386,6.053,617.98035,25.83839,Neptunian
Kepler-197 b,0,0.301491409,1.04,1.02,1181.7163,5.599308,Terrestrial
Kepler-50 c,0,-0.061403179,8.2,2.17,1175.8179,9.37647,Super-Earth
Kepler-129 d,0,-0.273097353,2637.9758,12.6,165.17918,2646,Gas Giant
K2-71 b,0,0.876357229,5.27,2.15,449.41111,6.98541,Super-Earth
K2-72 c,0,3.466126564,1.65,1.16,316.5723,15.189034,Terrestrial
K2-83 c,0,0.982275736,2.8,1.483,476.8993,9.99767,Terrestrial
Kepler-450 b,0,-0.899624324,19.4,6.14,784.93772,28.454851,Neptunian
Kepler-109 c,0,-0.15125769,8.2,2.65,790.64879,21.22265,Unknown
Kepler-1130 d,0,0.20155322,0.202,0.645,974.51505,4.2722502,Terrestrial
Kepler-130 b,0,0.320623624,1.04,1.02,1014.3124,8.457458,Terrestrial
Kepler-62 d,0,0.667027174,14,1.95,497.7475,18.16406,Neptunian
Kepler-454 d,0,-1.147780925,734.18362,13.3,114.84158,4073,Gas Giant
Kepler-128 b,0,0.23782535,0.77,1.43,1001.6672,15.09,Terrestrial
Kepler-113 b,0,0.15365235,11.7,1.82,808.14665,4.754,Neptunian
Kepler-22 b,2,3.608225547,9.1,2.1,243.87463,289.86388,Super-Earth
KMT-2018-BLG-0087L b,0,-4.31E-16,73.10053,10.1,0,0,Gas Giant
Kepler-1017 b,0,0.058739106,4.62,1.99,876.35719,7.2340047,Super-Earth
Kepler-1018 b,0,0.47857448,7.18,2.58,483.10268,49.101351,Unknown
Kepler-1000 b,0,-0.317812795,20.3,4.76,526.2609,120.01813,Neptunian
HD 98736 b,0,-0.312666215,740.5439,13.3,163.85931,968.8,Gas Giant
HIP 35173 b,0,0.668678958,12.7,3.61,406.13479,41.516,Neptunian
Kepler-856 b,0,-1.227975229,63.3,9.3,896.6281,8.0276806,Gas Giant
TOI-1333 b,0,-1.538976464,753.2571,15.648,1534.3262,4.720219,Gas Giant
GJ 832 b,0,-1.475294699,314.65012,13.8,53.171749,3853,Gas Giant
Proxima Cen b,1,4.71513408,1.07,1.03,231.1796,11.1868,Terrestrial
gam Lib c,0,-0.940052011,1662.5604,12.8,498.51495,966.49,Gas Giant
HD 100777 b,0,1.025271432,390.92894,13.7,248.09407,383,Gas Giant
GJ 3222 b,0,-0.4333658,11.44182,3.4,676.32588,10.66669,Neptunian
HD 114783 c,0,-1.339715445,603.87397,13.4,91.896041,4352,Gas Giant
GJ 338 B b,0,1.390934424,10.6,3.25,358.41157,24.422,Neptunian
mu2 Sco b,0,-0.529149365,4576.7291,12.3,142.72205,0,Gas Giant
Kepler-1086 b,0,0.754657067,6.53,2.44,448.61243,18.784257,Super-Earth
Kepler-1089 b,0,0.536609282,4.01,1.83,541.5911,5.1324856,Super-Earth
HD 218566 b,0,1.289515952,63.566,9.32,235.05602,225.7,Gas Giant
HD 221287 b,0,1.053923733,982.05,13.1,258.50604,456.1,Gas Giant
HD 222076 b,0,0.465429961,495.8148,13.5,321.32917,871,Gas Giant
HD 222582 b,0,1.082885637,2660.2371,12.6,225.9818,572.38,Gas Giant
HD 224693 b,0,-1.4245303,222.481,14,827.53924,26.6904,Gas Giant
HD 87883 b,0,-1.223041875,1719.1338,12.8,92.985571,3309.2212,Gas Giant
HD 45350 b,0,0.837437554,568.89,13.5,190.33033,963.6,Gas Giant
HD 47186 b,0,-0.813287601,22.2481,5.02,1167.6731,4.0845,Neptunian
HD 60532 b,0,-1.053184041,336.8998,13.8,514.32244,201.9,Gas Giant
K2-175 b,0,-0.001315803,4.81,2.038,1077.8388,9.525988,Super-Earth
K2-177 b,0,0.005984093,5.13,2.116,887.99156,14.155185,Super-Earth
HD 82886 b,0,-0.307026025,740.5439,13.3,391.19022,705,Gas Giant
HD 82943 b,0,1.023497469,534.25,13.5,261.44416,441.47,Gas Giant
HD 83443 b,0,-1.483381836,127.76702,14.1,1190.7834,2.985628,Gas Giant
K2-205 b,0,0.175152412,4.64,1.996,687.39182,26.672263,Super-Earth
K2-207 b,0,-0.085819533,7.3,2.606,717.92965,12.48749,Unknown
HD 29399 b,0,0.386945773,498.9906,13.5,327.84935,892.7,Gas Giant
HD 22781 b,0,0.610879503,4338.2,12.3,170.00731,528.07,Gas Giant
HD 231701 b,0,-0.7153661,359.1479,13.7,442.94253,141.63,Gas Giant
HD 25171 b,0,-0.16688804,290.81445,13.9,173.22098,1802.29,Gas Giant
HIP 79098 AB b,0,-4.31E-16,6515.515,12.1,0,0,Gas Giant
HD 6434 b,0,-1.364530779,155.7367,14.2,699.43143,21.998,Gas Giant
HD 7924 b,0,-0.077294275,6.3566,2.4,823.0501,5.39792,Super-Earth
kap CrB b,0,0.813904958,635.66,13.4,292.47332,1253.68,Gas Giant
HD 9446 b,0,-1.244849263,222.472,14,598.44098,30.052,Gas Giant
GJ 179 b,0,-1.467742554,301.93699,13.8,58.194221,2288,Gas Giant
HD 28192 b,0,-1.342424864,99.79812,12.2,786.34707,14.23283,Gas Giant
TOI-4551 b,0,-1.405309375,473.56433,11.859,1281.973,9.95581,Gas Giant
TOI-4791 b,0,-1.431504095,734.18362,12.442,1345.7154,4.28088,Gas Giant
TOI-4463 A b,0,-1.459498782,252.35576,13.26,1276.0689,2.8807198,Gas Giant
TOI-836 b,0,0.227967699,4.53,1.704,758.78228,3.81673,Super-Earth
K2-178 b,0,-0.406790617,12.4,3.558,756.99161,8.747818,Neptunian
HD 94834 b,0,0.964053455,400.4658,13.7,272.23228,1576,Gas Giant
K2-208 b,0,0.147210114,3.46,1.679,1010.7886,4.190948,Super-Earth
Kepler-1137 b,0,-0.032375797,5.48,2.2,908.99777,23.921079,Super-Earth
Kepler-1174 b,0,0.153361467,3.15,1.59,1295.9677,6.8922522,Super-Earth
Kepler-1231 b,0,0.281052199,2.6,1.42,853.84023,10.417252,Terrestrial
Kepler-1235 b,0,0.277968678,0.418,0.79,1050.8941,4.1605586,Terrestrial
Kepler-1236 b,0,0.665482035,5.22,2.14,482.33841,31.057162,Super-Earth
KIC 5095269 b,0,-0.499285683,2445.0662,12.6,418.26924,237.68977,Gas Giant
KIC 5951458 b,0,1.567517438,35.4,6.6,229.4061,1320.1,Neptunian
KIC 7917485 b,0,0.585684716,3750.394,12.4,315.21446,840,Gas Giant
KMT-2016-BLG-1107L b,0,-4.31E-16,1043,13.1,0,0,Gas Giant
KMT-2018-BLG-0029L b,0,-4.31E-16,7.59,2.67,0,0,Unknown
Kepler-1136 b,0,0.186592873,3.33,1.64,901.60044,2.3617243,Super-Earth
Kepler-1260 b,0,0.135141515,3.78,1.77,907.43623,19.118775,Super-Earth
Kepler-1261 b,0,1.474367593,5.73,2.26,385.61219,48.430899,Super-Earth
Kepler-1271 b,0,0.187539779,2.79,1.48,1413.3885,3.0255955,Terrestrial
Kepler-1163 b,0,0.298167492,1.08,1.03,1222.5156,6.117869,Terrestrial
Kepler-1164 b,0,0.326408984,1.46,1.12,947.09078,3.9759977,Terrestrial
Kepler-1237 b,0,1.590154159,8.55,2.86,357.24712,84.573323,Unknown
Kepler-1238 b,0,0.016052314,4.38,1.93,1532.855,4.1478756,Super-Earth
Kepler-124 c,0,0.378633261,3.71,1.75,615.67243,13.821375,Super-Earth
Kepler-1215 b,0,0.297335853,1.98,1.22,998.34983,4.7670396,Terrestrial
Kepler-1145 b,0,0.268851013,2.54,1.4,908.65254,3.9707677,Terrestrial
Kepler-115 c,0,-0.194380691,7.27,2.6,980.2573,8.990889,Unknown
Kepler-1291 b,0,0.297672951,3.39,1.66,697.55906,8.6304328,Super-Earth
Kepler-1168 b,0,1.664532966,6.8,2.5,363.84309,55.822654,Super-Earth
Kepler-1170 b,0,-0.004971537,6.39,2.41,706.90064,9.9896933,Super-Earth
Kepler-122 b,0,-0.125064034,6.08,2.34,1176.2773,5.766193,Super-Earth
Kepler-1157 b,0,0.376243511,1.32,1.09,816.0386,4.4574316,Terrestrial
Kepler-116 b,0,-0.473864247,11.6,3.42,1235.7345,5.968734,Neptunian
Kepler-1160 b,0,0.05518823,5.22,2.14,760.98524,7.9703496,Super-Earth
Kepler-101 c,0,0.263684548,3.78,1.25,1240.4283,6.02976,Terrestrial
Kepler-1011 b,0,-0.236343653,8.6,2.87,815.45097,5.753222,Unknown
Kepler-1014 b,0,0.146201848,6.3,2.39,603.19402,16.571104,Super-Earth
Kepler-1016 c,0,0.600600401,13.1,3.68,412.96849,105.65514,Neptunian
Kepler-1029 b,0,0.341434109,2.13,1.26,822.3388,4.4176965,Terrestrial
Kepler-1031 b,0,0.268363307,0.59,0.87,1902.705,1.2262173,Terrestrial
Kepler-1155 b,0,0.33053254,4.78,2.03,584.36507,33.469743,Super-Earth
Kepler-1206 b,0,0.13696146,3.33,1.64,1257.4817,1.2169977,Super-Earth
Kepler-1208 b,0,0.14645607,5.99,2.32,617.28726,11.085076,Super-Earth
Kepler-1223 b,0,0.760392483,1.98,1.22,541.76053,16.301259,Terrestrial
Kepler-1224 b,0,0.297944028,2.33,1.33,883.45971,13.323516,Terrestrial
Kepler-1398 c,0,0.29140944,1.08,1.03,1349.9405,4.1382759,Terrestrial
Kepler-1402 b,0,0.23129084,0.363,0.76,1837.2649,2.0338791,Terrestrial
Kepler-1405 b,0,-0.352578312,14.9,3.96,611.83432,28.227418,Neptunian
Kepler-1408 b,0,0.274024313,0.64,0.89,1724.4684,2.9979319,Terrestrial
Kepler-1053 b,0,0.362739135,0.904,0.98,857.42162,2.4143516,Terrestrial
Kepler-1228 b,0,0.161372842,2.99,1.54,1655.3686,0.57736958,Super-Earth
Kepler-1242 b,0,0.230966169,5.73,2.26,587.20796,13.627984,Super-Earth
Kepler-1245 b,0,0.254352119,2.67,1.44,913.95966,4.354093,Terrestrial
Kepler-1248 b,0,0.296947335,1.76,1.18,1051.7976,7.4672541,Terrestrial
Kepler-1249 b,0,-0.057421531,6.26,2.38,797.5198,24.334713,Super-Earth
Kepler-1250 b,0,0.019283957,4.35,1.92,1565.5013,2.6075438,Super-Earth
Kepler-1308 b,0,0.214769353,0.0933,0.52,678.23423,2.1043381,Terrestrial
Kepler-1317 b,0,0.152786612,3.05,1.56,1774.1679,0.56887443,Super-Earth
Kepler-1318 b,0,2.416192682,9.85,3.11,214.52081,213.25766,Unknown
Kepler-1072 b,0,0.144371262,3.12,1.58,1916.3444,1.5690665,Super-Earth
Kepler-108 c,0,-0.433263583,50.9,8.18,450.64923,190.32349,Gas Giant
Kepler-1252 b,0,0.272101219,3.43,1.67,719.9301,15.054033,Super-Earth
Kepler-1253 b,0,0.684761284,2.33,1.33,555.09781,68.886191,Terrestrial
Kepler-1255 b,0,0.102577005,5.99,2.32,644.29851,36.291934,Super-Earth
Kepler-1256 b,0,0.218023365,2.83,1.49,999.61572,12.412775,Terrestrial
Kepler-1325 b,0,0.183443331,8.55,2.86,526.20001,33.878684,Unknown
Kepler-136 c,0,0.047389444,4.62,1.99,913.95306,16.399235,Super-Earth
Kepler-1344 b,0,0.067116785,4.04,1.84,1162.5872,4.7683049,Super-Earth
Kepler-1349 b,0,0.19894187,0.271,0.7,1680.6316,2.1282393,Terrestrial
Kepler-1114 b,0,0.470400613,2.39,1.35,648.27446,14.974357,Terrestrial
Kepler-112 b,0,-0.083631187,6.17,2.36,879.41306,8.408878,Super-Earth
Kepler-1121 b,0,0.065041764,4.31,1.91,971.90619,13.151411,Super-Earth
Kepler-1156 b,0,0.350373672,2.3,1.32,776.97406,11.895205,Terrestrial
Kepler-1286 b,0,-0.001614221,5.27,2.15,871.08971,11.254029,Super-Earth
Kepler-1288 b,0,0.279650909,1.46,1.12,1453.2994,2.7612242,Terrestrial
Kepler-1127 b,0,0.054748293,4.5,1.96,930.70557,5.1233035,Super-Earth
Kepler-1128 b,0,0.599354844,12.9,3.65,414.09143,61.617817,Neptunian
Kepler-1129 c,0,0.851811784,7.9,2.73,422.26533,76.536959,Unknown
Kepler-1789 b,0,1.348503485,8.4,2.831,374.68312,80.231903,Unknown
Kepler-1993 b,0,-0.609307473,16.1,4.15,904.40574,26.656574,Neptunian
Kepler-1997 b,0,0.11675115,5.82,2.28,645.15103,26.757587,Super-Earth
Kepler-2000 b,0,0.057226667,7.9,2.73,586.11327,6.3831591,Unknown
Kepler-1818 b,0,0.108802845,3.58,1.714,1262.3168,4.6449099,Super-Earth
Kepler-1821 b,0,-0.035261641,7.24,2.592,672.49571,16.458099,Unknown
Kepler-1132 b,0,1.48006526,6.12,2.35,381.7931,62.891623,Super-Earth
Kepler-1272 b,0,0.148212789,6.21,2.37,606.06063,51.13097,Super-Earth
Kepler-1346 b,0,0.162116324,3.12,1.58,1208.8527,3.4016567,Super-Earth
Kepler-1347 b,0,0.560293727,1.08,1.03,631.80497,14.009475,Terrestrial
Kepler-1350 b,0,0.105801424,6.9,2.52,598.92809,4.4968604,Unknown
Kepler-1454 b,0,1.038628074,4.19,1.88,444.66477,47.031948,Super-Earth
Kepler-1458 b,0,0.657105521,8.05,2.76,444.18556,47.987276,Unknown
Kepler-146 b,0,-0.304654606,13.3,3.71,620.27562,31.158799,Neptunian
Kepler-1134 b,0,0.115016879,7.46,2.64,575.16031,17.13264,Unknown
Kepler-1138 b,0,0.135786663,3.53,1.7,1032.3469,3.1706001,Super-Earth
Kepler-1144 b,0,0.135215149,4.62,1.99,732.21157,17.146473,Super-Earth
Kepler-1180 b,0,0.046443159,4.62,1.99,917.4675,16.860129,Super-Earth
Kepler-1351 b,0,0.180980258,0.208,0.65,1158.2103,0.91614077,Terrestrial
Kepler-1352 b,0,0.27418859,0.64,0.89,1711.1539,1.8778827,Terrestrial
Kepler-1353 b,0,0.980201802,3.89,1.8,457.09239,24.754397,Super-Earth
Kepler-1354 b,0,0.204932984,9.11,2.97,510.81859,76.613377,Unknown
Kepler-135 b,0,0.071330597,3.93,1.81,1273.6858,6.00253,Super-Earth
Kepler-1350 c,0,0.184474589,3.64,1.73,816.90814,1.7667891,Super-Earth
Kepler-1361 b,0,0.317936078,0.566,0.86,954.13774,3.5755496,Terrestrial
Kepler-1363 b,0,0.304763286,2.1,1.25,932.49475,2.9419409,Terrestrial
Kepler-1370 c,0,0.261691006,2.15,1.27,1197.2974,7.4414211,Terrestrial
Kepler-1374 b,0,0.067693271,5.86,2.29,680.26538,10.652767,Super-Earth
Kepler-1441 b,0,0.505043795,2.27,1.31,634.14081,39.441984,Terrestrial
Kepler-119 b,0,-0.525769135,12.6,3.6,1332.9556,2.422082,Neptunian
Kepler-1190 b,0,0.621957467,2.33,1.33,576.66203,10.458434,Terrestrial
Kepler-1192 b,0,0.220502749,6.17,2.36,575.1369,25.203479,Super-Earth
Kepler-1197 b,0,0.284670651,2.1,1.25,1032.0637,2.0323184,Terrestrial
Kepler-1199 b,0,0.35847973,1.6,1.15,835.84061,15.04472,Terrestrial
Kepler-1364 b,0,-0.049087814,5.27,2.15,1121.5463,13.321962,Super-Earth
Kepler-1366 b,0,0.27204413,2.63,1.43,868.99722,2.164571,Terrestrial
Kepler-141 b,0,0.232153937,0.257,0.69,997.85493,3.107675,Terrestrial
Kepler-141 c,0,0.333206959,2.57,1.41,761.31136,7.010606,Terrestrial
Kepler-1412 b,0,0.264066464,0.498,0.83,1479.1058,3.6146051,Terrestrial
Kepler-1414 b,0,0.306374603,2.04,1.23,944.91971,3.5157632,Terrestrial
Kepler-142 c,0,-0.301229714,8.55,2.86,1134.7816,4.761702,Unknown
Kepler-1773 b,0,-0.286720489,12.1,3.505,644.6697,40.8097,Neptunian
Kepler-1774 b,0,0.135241713,10.2,3.182,510.73925,59.770802,Neptunian
HD 152843 c,0,-0.863867784,27.5,5.83,794.37177,24.38,Neptunian
Kepler-120 b,0,0.069545139,8.5,2.15,735.64513,6.312501,Super-Earth
Kepler-1203 b,0,0.285956131,1.2,1.06,1459.3091,0.58800076,Terrestrial
Kepler-1220 b,0,0.216816024,2.92,1.52,953.89743,7.4269374,Super-Earth
HD 152843 b,0,-0.451151717,11.56,3.41,1015.8994,11.6264,Neptunian
TOI-262 b,0,0.461970116,4.94,2.07,533.95654,11.14529,Super-Earth
TOI-2459 b,0,0.647896901,9.03,2.953,435.88713,19.104718,Unknown
TOI-1937 A b,0,-1.494248384,638.8351,13.978,1919.0936,0.94667944,Gas Giant
Kepler-46 b,0,-0.724141308,1907,9.057,495.83188,33.60134,Gas Giant
HD 216437 b,0,0.389848162,1334.8793,13,193.17684,1359,Gas Giant
TOI-1696 b,0,0.263558563,48.8,3.09,488.85715,2.500311,Neptunian
Kepler-1387 b,0,0.312656522,0.749,0.93,1048.139,2.2795267,Terrestrial
Kepler-1226 b,0,0.273054727,2.7,1.45,849.02533,17.292345,Terrestrial
Kepler-1233 b,0,0.157989195,7.27,2.6,564.12044,45.126304,Unknown
Kepler-1239 b,0,-0.325251958,8.75,2.9,1317.9827,5.1910402,Unknown
Kepler-124 b,0,0.259774592,0.315,0.73,985.8649,3.410493,Terrestrial
Kepler-124 d,0,1.127029954,1.41,1.11,472.1992,30.950851,Terrestrial
Kepler-1365 c,0,0.256473976,0.437,0.8,1393.6427,4.77468,Terrestrial
Kepler-1375 b,0,0.084865653,3.68,1.74,1884.0363,3.3004192,Super-Earth
Kepler-1427 b,0,0.27597832,1.37,1.1,1831.7517,0.96897238,Terrestrial
Kepler-1268 b,0,0.228920741,4.78,2.03,636.48429,40.990399,Super-Earth
Kepler-1434 b,0,0.282674234,1.41,1.11,1399.3648,8.0533362,Terrestrial
Kepler-1435 b,0,0.273667718,0.566,0.86,1427.261,4.4534328,Terrestrial
Kepler-1437 b,0,0.258774558,2.45,1.37,990.85351,10.929546,Terrestrial
Kepler-1445 b,0,0.321884715,0.84,0.96,1006.226,10.600523,Terrestrial
Kepler-1446 b,0,0.261024575,0.477,0.82,1474.8239,0.68996783,Terrestrial
Kepler-1388 d,0,1.271720325,8.55,2.86,379.45863,20.956816,Unknown
Kepler-1425 b,0,0.322581748,0.779,0.94,994.26244,14.45413,Terrestrial
Kepler-1300 b,0,0.279858528,2.45,1.37,903.02695,22.241909,Terrestrial
Kepler-1066 b,0,-0.140673568,6.17,2.36,1320.5782,1.9315598,Super-Earth
Kepler-1149 b,0,0.206029021,2.67,1.44,1288.0097,3.730899,Terrestrial
Kepler-1083 b,0,0.436086607,11.2,3.36,445.23288,33.417799,Neptunian
Kepler-1088 b,0,0.4170142,2.6,1.42,670.29882,23.127486,Terrestrial
Kepler-26 e,0,3.010348159,6.39,2.41,295.04507,46.827915,Super-Earth
HD 20329 b,0,0.092009504,7.42,1.72,1953.0504,0.926118,Super-Earth
GJ 328 c,0,0.571935827,21.4,4.91,168.77846,241.8,Neptunian
HD 110067 b,0,0.051086577,5.69,2.2,734.45149,9.113678,Super-Earth
TOI-1408 b,0,-1.566685153,537.13001,16.813,1465.9925,4.424711,Gas Giant
TOI-2184 b,0,-1.392064348,206.58846,11.4,1567.218,6.90683,Gas Giant
HIP 113103 c,0,0.226117462,6.35,2.4,563.83138,14.245648,Super-Earth
TOI-1634 b,0,0.163364365,7.57,1.773,826.29565,0.9893455,Super-Earth
VHS J125601.92-125723.9 b,0,-1.486917699,5085.2545,13.675,2.1604118,5800000,Gas Giant
Kepler-32 e,0,0.394113548,2.86,1.5,666.56536,2.896,Terrestrial
Kepler-19 c,0,-0.140471619,13.1,3.68,544.09534,28.731,Neptunian
HD 120084 b,0,0.167492892,2034.1018,12.7,332.41981,2142,Gas Giant
HD 14067 b,0,0.082619442,4862.7746,12.2,324.80221,2744,Gas Giant
NGTS-12 b,0,-1.391408613,66.10864,11.747,1124.739,7.532806,Gas Giant
K2-3 d,1,4.327715483,2.2,1.458,279.31529,44.55603,Terrestrial
Kepler-158 b,0,0.609242788,5.14,2.12,494.52496,16.709184,Super-Earth
Kepler-236 b,0,0.858464512,3.09,1.57,492.48503,8.295611,Super-Earth
Kepler-61 b,0,3.235973052,5.27,2.15,290.98123,59.87756,Super-Earth
Kepler-1861 b,0,0.191243903,5.5,2.207,616.98054,40.030602,Super-Earth
Kepler-1395 b,0,0.258360952,0.437,0.8,1344.2692,3.7847065,Terrestrial
Kepler-1398 b,0,0.278709053,0.666,0.9,1539.7729,2.7881568,Terrestrial
Kepler-140 b,0,0.142228044,3.22,1.61,1387.5334,3.25427,Super-Earth
Kepler-1301 b,0,0.359600933,2.54,1.4,731.17428,9.0823705,Terrestrial
Kepler-1460 b,0,1.571979025,4.5,1.96,390.07484,29.963325,Super-Earth
Kepler-1463 b,0,0.273392758,4.12,1.86,652.59389,25.15864,Super-Earth
Kepler-1320 b,0,0.111632066,3.53,1.7,1311.4626,0.86838653,Super-Earth
Kepler-1895 b,0,0.001264789,5.14,2.119,899.83349,6.0702901,Super-Earth
Kepler-1896 b,0,-0.002097499,9.8,3.099,559.91912,44.870201,Unknown
Kepler-1897 b,0,0.232101818,8.32,2.814,517.60083,24.220301,Unknown
Kepler-1923 b,0,0.442702363,4.5,1.96,553.64612,52.609699,Super-Earth
TOI-251 b,0,-0.24792509,317.83,2.74,1015.327,4.93777,Gas Giant
Kepler-1985 b,0,-0.095107068,5.77,2.27,1128.8725,3.4206469,Super-Earth
Kepler-1986 b,0,0.46434907,4.23,1.89,556.17558,19.548967,Super-Earth
TOI-411 b,0,0.235759184,13.71,1.362,1199.3705,4.040295,Neptunian
Kepler-1042 b,0,0.136705762,5.43,2.19,655.90178,10.132026,Super-Earth
Kepler-1054 b,0,-0.23772902,7.41,2.63,1355.6664,4.3065569,Unknown
K2-61 b,0,-0.181911535,6.71,2.48,1275.577,2.57302,Super-Earth
K2-63 c,0,-0.413211415,14.5,3.9,664.68948,25.4556,Neptunian
K2-65 b,0,0.370263194,3.12,1.58,662.33962,12.6475,Super-Earth
Kepler-1098 b,0,0.241291719,2.24,1.3,1473.697,2.5430729,Terrestrial
Kepler-1117 b,0,0.325142378,1.41,1.11,958.30419,4.7902846,Terrestrial
Kepler-1055 b,0,0.265770055,2.04,1.23,1285.8364,2.2950362,Terrestrial
K2-312 c,0,1.053032596,1719.4517,12.8,195.90735,921.2,Gas Giant
Kepler-1071 b,0,-0.083655188,6.26,2.38,857.85157,6.1799844,Super-Earth
Kepler-1113 b,0,0.144649873,8.3,2.81,542.80163,42.300495,Unknown
Kepler-1116 b,0,0.4846181,6.99,2.54,484.92185,41.697783,Unknown
Kepler-1131 b,0,0.16140795,3.15,1.59,1170.0202,3.5323245,Super-Earth
K2-75 c,0,-0.207169703,8.1,2.77,823.8224,18.311,Unknown
Kepler-603 d,0,0.245636564,2.3,1.32,1236.9798,6.2171292,Terrestrial
Kepler-1894 b,0,0.285353547,1.87,1.201,1111.3973,2.76266,Terrestrial
TOI-1288 b,0,-0.845410931,42,5.24,1116.8884,2.699835,Neptunian
TOI-2193 A b,0,-1.628510894,298.7587,19.84,1614.7158,2.1225735,Gas Giant
TOI-4137 b,0,-1.475286295,457.67291,13.574,1435.2623,3.8016122,Gas Giant
TOI-4342 c,0,0.641179549,6.41,2.415,466.69968,10.688716,Super-Earth
TOI-4342 b,0,0.242948629,5.76,2.266,581.07033,5.5382498,Super-Earth
HD 109833 b,0,-0.271828805,8.69,2.888,892.90491,9.188526,Unknown
K2-8 b,0,-0.290788509,12.5,3.58,633.30487,10.35239,Neptunian
Kepler-46 d,0,0.232160228,3.33,1.64,791.70303,6.766589,Super-Earth
WASP-171 b,0,-1.373673711,344.52772,10.985,1670.646,3.8186244,Gas Giant
PZ Tel b,0,-1.406355903,8581.367,11.9,48.331004,44000,Gas Giant
K2-316 c,0,1.966950418,4.01,1.83,368.24615,5.26,Super-Earth
TOI-2010 b,0,-0.006335467,408.72733,11.814,365.21851,141.83402,Gas Giant
K2-38 c,0,-0.117319774,7.4,2.49,839.92258,10.56103,Super-Earth
K2-222 b,0,-0.046134783,8.7,2.35,793.37115,15.38857,Super-Earth
Kepler-1834 c,0,0.260474654,1.98,1.22,1492.1211,0.76669152,Terrestrial
Kepler-1991 c,0,0.061298571,7.13,2.57,612.40402,22.790204,Unknown
Kepler-297 d,0,-0.057081325,89700,32.6,333.3104,150.01895,Gas Giant
OGLE-2018-BLG-1126L b,0,-4.31E-16,17.79839,4.41,0,0,Neptunian
OGLE-2018-BLG-1367L b,0,-4.31E-16,301.93699,13.8,0,0,Gas Giant
Kepler-1988 b,0,0.189120026,2.96,1.53,1105.3531,11.495002,Super-Earth
OGLE-2017-BLG-1375L b,0,-4.31E-16,3585,12.4,0,0,Gas Giant
Kepler-210 c,0,-0.259864132,12.8,3.62,607.85597,7.972513,Neptunian
TOI-620 b,0,-0.181756112,13.6,3.76,550.83312,5.0988179,Neptunian
TOI-942 b,0,-0.561557676,826.358,3.89,932.23245,4.32421,Gas Giant
Kepler-1118 b,0,0.179379505,7.95,2.74,539.72491,38.671507,Unknown
Kepler-1303 b,0,0.256963391,2.6,1.42,928.49537,7.5612722,Terrestrial
Kepler-1328 b,0,0.295972234,0.904,0.98,1262.9085,4.5215889,Terrestrial
Kepler-1306 b,0,0.195750462,4.31,1.91,700.48228,16.295954,Super-Earth
Kepler-1254 d,0,0.36154795,2.27,1.31,764.30339,5.7271723,Terrestrial
Kepler-172 b,0,-0.13358199,6.12,2.35,1250.4597,2.940309,Super-Earth
Kepler-173 c,0,-0.133529328,6.48,2.43,977.20088,8.005777,Super-Earth
Kepler-174 d,2,3.272863223,5.43,2.19,223.00026,247.35373,Super-Earth
Kepler-178 b,0,-0.225415674,8.75,2.9,775.15802,9.576694,Unknown
Kepler-178 c,0,-0.0229942,8.65,2.88,599.72967,20.552802,Unknown
TOI-5704 b,0,-0.36115825,10.5,3.227,853.52807,3.771116,Neptunian
Kepler-159 c,0,1.412939357,11.5,3.41,353.48539,43.595792,Neptunian
Kepler-1609 b,0,0.578935907,5.56,2.22,492.06581,114.34219,Super-Earth
Kepler-1622 b,0,0.22452502,2.76,1.47,1001.5128,10.811874,Terrestrial
Kepler-184 c,0,0.328733567,8.8,1.97,595.99162,20.303005,Super-Earth
Kepler-183 c,0,-0.020409725,35.7,2.27,805.71435,11.637071,Neptunian
Kepler-191 b,0,0.429673188,2.36,1.34,680.51873,9.939632,Terrestrial
Kepler-194 b,0,0.175845639,2.89,1.51,1459.7373,2.092281,Super-Earth
Kepler-194 d,0,0.475047293,6.35,2.4,497.94728,52.814973,Super-Earth
Kepler-218 b,0,0.198475913,2.79,1.48,1193.9078,3.619337,Terrestrial
Kepler-218 c,0,0.134889002,10,3.14,514.19029,44.699576,Unknown
Kepler-219 b,0,-0.335204369,9.01,2.95,1206.875,4.585512,Unknown
Kepler-198 d,0,0.166121817,2.96,1.53,1581.0004,1.3118444,Super-Earth
EPIC 220674823 b,0,0.089490585,8.21,1.725,2065.7509,0.571292,Super-Earth
